series_id	seasonal	category_code	subcategory_code	item_code	demographics_code	characteristics_code	process_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
CXU080110LB0209M              	U	EXPEND	FOODTOTL	080110	LB02	09	M	Eggs by Income Range: $50,000 to $69,999 before tax income	          	1992	A01	2016	A01
CXU080110LB0210M              	U	EXPEND	FOODTOTL	080110	LB02	10	M	Eggs by Income Range: Before tax income of $70,000 and over	          	1992	A01	2015	A01
CXU080110LB0211M              	U	EXPEND	FOODTOTL	080110	LB02	11	M	Eggs by Income Range: Before tax income of less than $70,000(from 2003)	          	2003	A01	2015	A01
CXU080110LB0212M              	U	EXPEND	FOODTOTL	080110	LB02	12	M	Eggs by Income Range: $70,000 to $79,999 before tax income(from 2003)	          	2003	A01	2015	A01
CXU080110LB0213M              	U	EXPEND	FOODTOTL	080110	LB02	13	M	Eggs by Income Range: $80,000 to $99,999 before tax income(from 2003)	          	2003	A01	2015	A01
CXU080110LB0214M              	U	EXPEND	FOODTOTL	080110	LB02	14	M	Eggs by Income Range: Before tax income of $100,000 and over(from 2003)	          	2003	A01	2015	A01
CXU080110LB0215M              	U	EXPEND	FOODTOTL	080110	LB02	15	M	Eggs by Income Range: $100,000 to $119,999 before tax income(from 2003)	          	2003	A01	2015	A01
CXU080110LB0216M              	U	EXPEND	FOODTOTL	080110	LB02	16	M	Eggs by Income Range: $120,000 to $149,999 before tax income(from 2003)	          	2003	A01	2015	A01
CXU080110LB0217M              	U	EXPEND	FOODTOTL	080110	LB02	17	M	Eggs by Income Range: Before tax income of $150,000 and over(from 2003)	          	2003	A01	2015	A01
CXU080110LB0218M              	U	EXPEND	FOODTOTL	080110	LB02	18	M	Eggs by Income Range: Less than $15,000	          	2016	A01	2016	A01
CXU080110LB0219M              	U	EXPEND	FOODTOTL	080110	LB02	19	M	Eggs by Income Range: $15,000 to $29,999	          	2016	A01	2016	A01
CXU080110LB0220M              	U	EXPEND	FOODTOTL	080110	LB02	20	M	Eggs by Income Range: $70,000 to $99,999	          	2016	A01	2016	A01
CXU080110LB0221M              	U	EXPEND	FOODTOTL	080110	LB02	21	M	Eggs by Income Range: $100,000 to $149,999	          	2016	A01	2016	A01
CXU080110LB0222M              	U	EXPEND	FOODTOTL	080110	LB02	22	M	Eggs by Income Range: $150,000 to $199,999	          	2016	A01	2016	A01
CXU080110LB0223M              	U	EXPEND	FOODTOTL	080110	LB02	23	M	Eggs by Income Range: $200,000 and more	          	2016	A01	2016	A01
CXU080110LB02A1M              	U	EXPEND	FOODTOTL	080110	LB02	A1	M	Eggs by Income Range: Before tax income of $50,000 and over	          	1984	A01	1991	A01
CXU080110LB02A2M              	U	EXPEND	FOODTOTL	080110	LB02	A2	M	Eggs by Income Range: Total complete income reporters	          	1984	A01	2003	A01
CXU080110LB0401M              	U	EXPEND	FOODTOTL	080110	LB04	01	M	Eggs by Age: All Consumer Units	          	1984	A01	2016	A01
CXU080110LB0402M              	U	EXPEND	FOODTOTL	080110	LB04	02	M	Eggs by Age: Reference person under age 25	          	1984	A01	2016	A01
CXU080110LB0403M              	U	EXPEND	FOODTOTL	080110	LB04	03	M	Eggs by Age: Reference person between age 25 and 34	          	1984	A01	2016	A01
CXU080110LB0404M              	U	EXPEND	FOODTOTL	080110	LB04	04	M	Eggs by Age: Reference person between age 35 and 44	          	1984	A01	2016	A01
CXU080110LB0405M              	U	EXPEND	FOODTOTL	080110	LB04	05	M	Eggs by Age: Reference person between age 45 and 54	          	1984	A01	2016	A01
CXU080110LB0406M              	U	EXPEND	FOODTOTL	080110	LB04	06	M	Eggs by Age: Reference person between age 55 and 64	          	1984	A01	2016	A01
CXU080110LB0407M              	U	EXPEND	FOODTOTL	080110	LB04	07	M	Eggs by Age: Reference person over age 65	          	1988	A01	2016	A01
CXU080110LB0408M              	U	EXPEND	FOODTOTL	080110	LB04	08	M	Eggs by Age: Reference person between age 65 and 74	          	1984	A01	2016	A01
CXU080110LB0409M              	U	EXPEND	FOODTOTL	080110	LB04	09	M	Eggs by Age: Reference person over the age of 75	          	1984	A01	2016	A01
CXU080110LB0501M              	U	EXPEND	FOODTOTL	080110	LB05	01	M	Eggs by Size of consumer unit: All Consumer Units	          	1984	A01	2016	A01
CXU080110LB0502M              	U	EXPEND	FOODTOTL	080110	LB05	02	M	Eggs by Size of consumer unit: One person consumer unit	          	1984	A01	2016	A01
CXU080110LB0503M              	U	EXPEND	FOODTOTL	080110	LB05	03	M	Eggs by Size of consumer unit: Two or more people in consumer unit	          	1988	A01	2016	A01
CXU080110LB0504M              	U	EXPEND	FOODTOTL	080110	LB05	04	M	Eggs by Size of consumer unit: Two people in consumer unit	          	1984	A01	2016	A01
CXU080110LB0505M              	U	EXPEND	FOODTOTL	080110	LB05	05	M	Eggs by Size of consumer unit: Three people in consumer unit	          	1984	A01	2016	A01
CXU080110LB0506M              	U	EXPEND	FOODTOTL	080110	LB05	06	M	Eggs by Size of consumer unit: Four people in consumer unit	          	1984	A01	2016	A01
CXU080110LB0507M              	U	EXPEND	FOODTOTL	080110	LB05	07	M	Eggs by Size of consumer unit: Five or more people in consumer unit	          	1988	A01	2016	A01
CXU080110LB05A1M              	U	EXPEND	FOODTOTL	080110	LB05	A1	M	Eggs by Size of consumer unit: Five people in consumer unit	          	1984	A01	1987	A01
CXU080110LB05A2M              	U	EXPEND	FOODTOTL	080110	LB05	A2	M	Eggs by Size of consumer unit: Six or more people in consumer unit	          	1984	A01	1987	A01
CXU080110LB0601M              	U	EXPEND	FOODTOTL	080110	LB06	01	M	Eggs by Composition of consumer unit: All Consumer Units	          	1984	A01	2016	A01
CXU080110LB0602M              	U	EXPEND	FOODTOTL	080110	LB06	02	M	Eggs by Composition of consumer unit: Total married couple consumer units	          	1984	A01	2016	A01
CXU080110LB0603M              	U	EXPEND	FOODTOTL	080110	LB06	03	M	Eggs by Composition of consumer unit: Married couple only consumer units	          	1984	A01	2016	A01
CXU080110LB0604M              	U	EXPEND	FOODTOTL	080110	LB06	04	M	Eggs by Composition of consumer unit: Total married couple with children cons. units	          	1988	A01	2016	A01
CXU080110LB0605M              	U	EXPEND	FOODTOTL	080110	LB06	05	M	Eggs by Composition of consumer unit: Married couple w/ children, oldest child under 6	          	1984	A01	2016	A01
CXU080110LB0606M              	U	EXPEND	FOODTOTL	080110	LB06	06	M	Eggs by Composition of consumer unit: Married couple w/ children, oldest child 6 to 17	          	1984	A01	2016	A01
CXU080110LB0607M              	U	EXPEND	FOODTOTL	080110	LB06	07	M	Eggs by Composition of consumer unit: Married couple w/ children, old. child 18 or over	          	1984	A01	2016	A01
CXU080110LB0608M              	U	EXPEND	FOODTOTL	080110	LB06	08	M	Eggs by Composition of consumer unit: Other married couple consumer units	          	1984	A01	2016	A01
CXU080110LB0609M              	U	EXPEND	FOODTOTL	080110	LB06	09	M	Eggs by Composition of consumer unit: One parent, at least one child under 18	          	1984	A01	2016	A01
CXU080110LB0610M              	U	EXPEND	FOODTOTL	080110	LB06	10	M	Eggs by Composition of consumer unit: Single person and other consumer units	          	1984	A01	2016	A01
CXU080110LB0701M              	U	EXPEND	FOODTOTL	080110	LB07	01	M	Eggs by Number of Earners: All Consumer Units	          	1984	A01	2016	A01
CXU080110LB0702M              	U	EXPEND	FOODTOTL	080110	LB07	02	M	Eggs by Number of Earners: Single Consumers, no earner	          	1984	A01	2016	A01
CXU080110LB0703M              	U	EXPEND	FOODTOTL	080110	LB07	03	M	Eggs by Number of Earners: Single Consumers, one earner	          	1984	A01	2016	A01
CXU080110LB0704M              	U	EXPEND	FOODTOTL	080110	LB07	04	M	Eggs by Number of Earners: Consumer units of two or more people, no earners	          	1984	A01	2016	A01
CXU080110LB0705M              	U	EXPEND	FOODTOTL	080110	LB07	05	M	Eggs by Number of Earners: CUs of two or more people, one earner	          	1984	A01	2016	A01
CXU080110LB0706M              	U	EXPEND	FOODTOTL	080110	LB07	06	M	Eggs by Number of Earners: CUs of two or more people, two earners	          	1984	A01	2016	A01
CXU080110LB0707M              	U	EXPEND	FOODTOTL	080110	LB07	07	M	Eggs by Number of Earners: CUs of two or more people, three or more earners	          	1984	A01	2016	A01
CXU080110LB0801M              	U	EXPEND	FOODTOTL	080110	LB08	01	M	Eggs by Housing Tenure & Type of Area: All Consumer Units	          	1984	A01	2016	A01
CXU080110LB0802M              	U	EXPEND	FOODTOTL	080110	LB08	02	M	Eggs by Housing Tenure & Type of Area: Housing tenure: home owner	          	1984	A01	2016	A01
CXU080110LB0803M              	U	EXPEND	FOODTOTL	080110	LB08	03	M	Eggs by Housing Tenure & Type of Area: Housing tenure: homeowner with mortgage(from 2003)	          	2003	A01	2016	A01
CXU080110LB0804M              	U	EXPEND	FOODTOTL	080110	LB08	04	M	Eggs by Housing Tenure & Type of Area: Housing tenure: homeowner w/o mortgage(from 2003)	          	2003	A01	2016	A01
CXU080110LB0805M              	U	EXPEND	FOODTOTL	080110	LB08	05	M	Eggs by Housing Tenure & Type of Area: Housing tenure: renter	          	1984	A01	2016	A01
CXU080110LB0806M              	U	EXPEND	FOODTOTL	080110	LB08	06	M	Eggs by Housing Tenure & Type of Area: Type of area: urban	          	1984	A01	2016	A01
CXU080110LB0807M              	U	EXPEND	FOODTOTL	080110	LB08	07	M	Eggs by Housing Tenure & Type of Area: Type of area: urban: central city(from 2003)	          	2003	A01	2016	A01
CXU080110LB0808M              	U	EXPEND	FOODTOTL	080110	LB08	08	M	Eggs by Housing Tenure & Type of Area: Type of area: urban: other urban(from 2003)	          	2003	A01	2016	A01
CXU080110LB0809M              	U	EXPEND	FOODTOTL	080110	LB08	09	M	Eggs by Housing Tenure & Type of Area: Type of area: rural	          	1984	A01	2016	A01
CXU080110LB0901M              	U	EXPEND	FOODTOTL	080110	LB09	01	M	Eggs by Race: All Consumer Units	          	1984	A01	2016	A01
CXU080110LB0902M              	U	EXPEND	FOODTOTL	080110	LB09	02	M	Eggs by Race: Race of ref. person: White, Asian, and All Others	          	1984	A01	2016	A01
CXU080110LB0903M              	U	EXPEND	FOODTOTL	080110	LB09	03	M	Eggs by Race: Race of rf. pers.: White and All Others(from 2003)	          	2003	A01	2016	A01
CXU080110LB0904M              	U	EXPEND	FOODTOTL	080110	LB09	04	M	Eggs by Race: Race of reference person: Asian(from 2003)	          	2003	A01	2016	A01
CXU080110LB0905M              	U	EXPEND	FOODTOTL	080110	LB09	05	M	Eggs by Race: Race of ref. person: Black or African American	          	1984	A01	2016	A01
CXU080110LB1001M              	U	EXPEND	FOODTOTL	080110	LB10	01	M	Eggs by Hispanic Origin: All Consumer Units	          	1984	A01	2016	A01
CXU080110LB1002M              	U	EXPEND	FOODTOTL	080110	LB10	02	M	Eggs by Hispanic Origin: Origin of reference person: Hispanic or Latino	          	1994	A01	2016	A01
CXU080110LB1003M              	U	EXPEND	FOODTOTL	080110	LB10	03	M	Eggs by Hispanic Origin: Origin of reference person: Not Hispanic or Latino	          	1994	A01	2016	A01
CXU080110LB1004M              	U	EXPEND	FOODTOTL	080110	LB10	04	M	Eggs by Hispanic Origin: Not Hispanic or Latino: White and All Other Races	          	2003	A01	2016	A01
CXU080110LB1005M              	U	EXPEND	FOODTOTL	080110	LB10	05	M	Eggs by Hispanic Origin: Not Hispanic or Latino: Black or African-American	          	2003	A01	2016	A01
CXU080110LB1101M              	U	EXPEND	FOODTOTL	080110	LB11	01	M	Eggs by Census Region: All Consumer Units	          	1984	A01	2016	A01
CXU080110LB1102M              	U	EXPEND	FOODTOTL	080110	LB11	02	M	Eggs by Census Region: Region of residence: northeast	          	1984	A01	2016	A01
CXU080110LB1103M              	U	EXPEND	FOODTOTL	080110	LB11	03	M	Eggs by Census Region: Region of residence: midwest	          	1984	A01	2016	A01
CXU080110LB1104M              	U	EXPEND	FOODTOTL	080110	LB11	04	M	Eggs by Census Region: Region of residence: south	          	1984	A01	2016	A01
CXU080110LB1105M              	U	EXPEND	FOODTOTL	080110	LB11	05	M	Eggs by Census Region: Region of residence: west	          	1984	A01	2016	A01
CXU080110LB1201M              	U	EXPEND	FOODTOTL	080110	LB12	01	M	Eggs by Occupation: All Consumer Units	          	1984	A01	2016	A01
CXU080110LB1202M              	U	EXPEND	FOODTOTL	080110	LB12	02	M	Eggs by Occupation: Self-employed workers	          	1984	A01	2016	A01
CXU080110LB1203M              	U	EXPEND	FOODTOTL	080110	LB12	03	M	Eggs by Occupation: Total wage and salary earners	          	1984	A01	2016	A01
CXU080110LB1204M              	U	EXPEND	FOODTOTL	080110	LB12	04	M	Eggs by Occupation: Wage & salary earners: managers and professionals	          	1984	A01	2016	A01
CXU080110LB1205M              	U	EXPEND	FOODTOTL	080110	LB12	05	M	Eggs by Occupation: Wage & salary: tech., sales, and clerical workers	          	1984	A01	2016	A01
CXU080110LB1206M              	U	EXPEND	FOODTOTL	080110	LB12	06	M	Eggs by Occupation: Wage & salary earners: service workers	          	1984	A01	2016	A01
CXU080110LB1207M              	U	EXPEND	FOODTOTL	080110	LB12	07	M	Eggs by Occupation: Wage & salary: construction workers & mechanics	          	1984	A01	2016	A01
CXU080110LB1208M              	U	EXPEND	FOODTOTL	080110	LB12	08	M	Eggs by Occupation: Wage & salary: Operators, fabricators & laborers	          	1984	A01	2016	A01
CXU080110LB1209M              	U	EXPEND	FOODTOTL	080110	LB12	09	M	Eggs by Occupation: Retired	          	1984	A01	2016	A01
CXU080110LB1210M              	U	EXPEND	FOODTOTL	080110	LB12	10	M	Eggs by Occupation: Occupation: all other, including not reporting	          	1984	A01	2016	A01
CXU080110LB1301M              	U	EXPEND	FOODTOTL	080110	LB13	01	M	Eggs by Education: All Consumer Units	          	1984	A01	2012	A01
CXU080110LB1302M              	U	EXPEND	FOODTOTL	080110	LB13	02	M	Eggs by Education: Total, less than college graduate	          	1996	A01	2012	A01
CXU080110LB1303M              	U	EXPEND	FOODTOTL	080110	LB13	03	M	Eggs by Education: Less than high school graduate	          	1995	A01	2012	A01
CXU080110LB1304M              	U	EXPEND	FOODTOTL	080110	LB13	04	M	Eggs by Education: High school graduate	          	1995	A01	2012	A01
CXU080110LB1305M              	U	EXPEND	FOODTOTL	080110	LB13	05	M	Eggs by Education: High school graduate with some college	          	1995	A01	2012	A01
CXU080110LB1306M              	U	EXPEND	FOODTOTL	080110	LB13	06	M	Eggs by Education: Associate degree	          	1996	A01	2012	A01
CXU080110LB1307M              	U	EXPEND	FOODTOTL	080110	LB13	07	M	Eggs by Education: Total, college graduate	          	1995	A01	2012	A01
CXU080110LB1308M              	U	EXPEND	FOODTOTL	080110	LB13	08	M	Eggs by Education: Bachelor's degree	          	1996	A01	2012	A01
CXU080110LB1309M              	U	EXPEND	FOODTOTL	080110	LB13	09	M	Eggs by Education: Master's, professional, doctorate	          	1996	A01	2012	A01
CXU080110LB1401M              	U	EXPEND	FOODTOTL	080110	LB14	01	M	Eggs by Highest Education: All Consumer Units	          	2012	A01	2016	A01
CXU080110LB1402M              	U	EXPEND	FOODTOTL	080110	LB14	02	M	Eggs by Highest Education: Less than college graduate: Total	          	2012	A01	2016	A01
CXU080110LB1403M              	U	EXPEND	FOODTOTL	080110	LB14	03	M	Eggs by Highest Education: Less than college graduate: Less than high school graduate	          	2012	A01	2016	A01
CXU080110LB1404M              	U	EXPEND	FOODTOTL	080110	LB14	04	M	Eggs by Highest Education: Less than college graduate: High school graduate	          	2012	A01	2016	A01
CXU080110LB1405M              	U	EXPEND	FOODTOTL	080110	LB14	05	M	Eggs by Highest Education: Less than college graduate: High schoo graduate with some college	          	2012	A01	2016	A01
CXU080110LB1406M              	U	EXPEND	FOODTOTL	080110	LB14	06	M	Eggs by Highest Education: Less than college graduate: Associate's degree	          	2012	A01	2016	A01
CXU080110LB1407M              	U	EXPEND	FOODTOTL	080110	LB14	07	M	Eggs by Highest Education: College graduate: Total	          	2012	A01	2016	A01
CXU080110LB1408M              	U	EXPEND	FOODTOTL	080110	LB14	08	M	Eggs by Highest Education: College graduate: Bachelor's degree	          	2012	A01	2016	A01
CXU080110LB1409M              	U	EXPEND	FOODTOTL	080110	LB14	09	M	Eggs by Highest Education: College graduate: Master's, professional, doctoral degree	          	2012	A01	2016	A01
CXU080110LB1501M              	U	EXPEND	FOODTOTL	080110	LB15	01	M	Eggs by Income Deciles: All consumer units	          	2015	A01	2016	A01
CXU080110LB1502M              	U	EXPEND	FOODTOTL	080110	LB15	02	M	Eggs by Income Deciles: Lowest 10 percent	          	2015	A01	2016	A01
CXU080110LB1503M              	U	EXPEND	FOODTOTL	080110	LB15	03	M	Eggs by Income Deciles: Second 10 percent	          	2015	A01	2016	A01
CXU080110LB1504M              	U	EXPEND	FOODTOTL	080110	LB15	04	M	Eggs by Income Deciles: Third 10 percent	          	2015	A01	2016	A01
CXU080110LB1505M              	U	EXPEND	FOODTOTL	080110	LB15	05	M	Eggs by Income Deciles: Fourth 10 percent	          	2015	A01	2016	A01
CXU080110LB1506M              	U	EXPEND	FOODTOTL	080110	LB15	06	M	Eggs by Income Deciles: Fifth 10 percent	          	2015	A01	2016	A01
CXU080110LB1507M              	U	EXPEND	FOODTOTL	080110	LB15	07	M	Eggs by Income Deciles: Sixth 10 percent	          	2015	A01	2016	A01
CXU080110LB1508M              	U	EXPEND	FOODTOTL	080110	LB15	08	M	Eggs by Income Deciles: Seventh 10 percent	          	2015	A01	2016	A01
CXU080110LB1509M              	U	EXPEND	FOODTOTL	080110	LB15	09	M	Eggs by Income Deciles: Eighth 10 percent	          	2015	A01	2016	A01
CXU080110LB1510M              	U	EXPEND	FOODTOTL	080110	LB15	10	M	Eggs by Income Deciles: Ninth 10 percent	          	2015	A01	2016	A01
CXU080110LB1511M              	U	EXPEND	FOODTOTL	080110	LB15	11	M	Eggs by Income Deciles: Highest 10 percent	          	2015	A01	2016	A01
CXU190904LB0101M              	U	EXPEND	FOODTOTL	190904	LB01	01	M	Food prep. by consumer unit, out-of-town trips by Income Quintiles: All Consumer Units	          	1984	A01	2016	A01
CXU190904LB0102M              	U	EXPEND	FOODTOTL	190904	LB01	02	M	Food prep. by consumer unit, out-of-town trips by Income Quintiles: Lowest 20 percent income quintile	          	1984	A01	2016	A01
CXU190904LB0103M              	U	EXPEND	FOODTOTL	190904	LB01	03	M	Food prep. by consumer unit, out-of-town trips by Income Quintiles: Second 20 percent income quintile	          	1984	A01	2016	A01
CXU190904LB0104M              	U	EXPEND	FOODTOTL	190904	LB01	04	M	Food prep. by consumer unit, out-of-town trips by Income Quintiles: Third 20 percent income quintile	          	1984	A01	2016	A01
CXU190904LB0105M              	U	EXPEND	FOODTOTL	190904	LB01	05	M	Food prep. by consumer unit, out-of-town trips by Income Quintiles: Fourth 20 percent income quintile	          	1984	A01	2016	A01
CXU190904LB0106M              	U	EXPEND	FOODTOTL	190904	LB01	06	M	Food prep. by consumer unit, out-of-town trips by Income Quintiles: Highest 20 percent income quintile	          	1984	A01	2016	A01
CXU190904LB01A1M              	U	EXPEND	FOODTOTL	190904	LB01	A1	M	Food prep. by consumer unit, out-of-town trips by Income Quintiles: Total complete income reporters	          	1984	A01	2003	A01
CXU190904LB01A2M              	U	EXPEND	FOODTOTL	190904	LB01	A2	M	Food prep. by consumer unit, out-of-town trips by Income Quintiles: Incomplete income reports	          	1984	A01	2003	A01
CXU190904LB0201M              	U	EXPEND	FOODTOTL	190904	LB02	01	M	Food prep. by consumer unit, out-of-town trips by Income Range: All Consumer Units	          	1984	A01	2016	A01
CXU190904LB0202M              	U	EXPEND	FOODTOTL	190904	LB02	02	M	Food prep. by consumer unit, out-of-town trips by Income Range: Before tax income of less than $5,000	          	1984	A01	2015	A01
CXU190904LB0203M              	U	EXPEND	FOODTOTL	190904	LB02	03	M	Food prep. by consumer unit, out-of-town trips by Income Range: $5,000 to $9,999 before tax income	          	1984	A01	2015	A01
CXU190904LB0204M              	U	EXPEND	FOODTOTL	190904	LB02	04	M	Food prep. by consumer unit, out-of-town trips by Income Range: $10,000 to $14,999 before tax income	          	1984	A01	2015	A01
CXU190904LB0205M              	U	EXPEND	FOODTOTL	190904	LB02	05	M	Food prep. by consumer unit, out-of-town trips by Income Range: $15,000 to $19,999 before tax income	          	1984	A01	2015	A01
CXU190904LB0206M              	U	EXPEND	FOODTOTL	190904	LB02	06	M	Food prep. by consumer unit, out-of-town trips by Income Range: $20,000 to $29,999 before tax income	          	1984	A01	2015	A01
CXU190904LB0207M              	U	EXPEND	FOODTOTL	190904	LB02	07	M	Food prep. by consumer unit, out-of-town trips by Income Range: $30,000 to $39,999 before tax income	          	1984	A01	2016	A01
CXU190904LB0208M              	U	EXPEND	FOODTOTL	190904	LB02	08	M	Food prep. by consumer unit, out-of-town trips by Income Range: $40,000 to $49,999 before tax income	          	1984	A01	2016	A01
CXU190904LB0209M              	U	EXPEND	FOODTOTL	190904	LB02	09	M	Food prep. by consumer unit, out-of-town trips by Income Range: $50,000 to $69,999 before tax income	          	1992	A01	2016	A01
CXU190904LB0210M              	U	EXPEND	FOODTOTL	190904	LB02	10	M	Food prep. by consumer unit, out-of-town trips by Income Range: Before tax income of $70,000 and over	          	1992	A01	2015	A01
CXU190904LB0211M              	U	EXPEND	FOODTOTL	190904	LB02	11	M	Food prep. by consumer unit, out-of-town trips by Income Range: Before tax income of less than $70,000(from 2003)	          	2003	A01	2015	A01
CXU190904LB0212M              	U	EXPEND	FOODTOTL	190904	LB02	12	M	Food prep. by consumer unit, out-of-town trips by Income Range: $70,000 to $79,999 before tax income(from 2003)	          	2003	A01	2015	A01
CXU190904LB0213M              	U	EXPEND	FOODTOTL	190904	LB02	13	M	Food prep. by consumer unit, out-of-town trips by Income Range: $80,000 to $99,999 before tax income(from 2003)	          	2003	A01	2015	A01
CXU190904LB0214M              	U	EXPEND	FOODTOTL	190904	LB02	14	M	Food prep. by consumer unit, out-of-town trips by Income Range: Before tax income of $100,000 and over(from 2003)	          	2003	A01	2015	A01
CXU190904LB0215M              	U	EXPEND	FOODTOTL	190904	LB02	15	M	Food prep. by consumer unit, out-of-town trips by Income Range: $100,000 to $119,999 before tax income(from 2003)	          	2003	A01	2015	A01
CXU190904LB0216M              	U	EXPEND	FOODTOTL	190904	LB02	16	M	Food prep. by consumer unit, out-of-town trips by Income Range: $120,000 to $149,999 before tax income(from 2003)	          	2003	A01	2015	A01
CXU190904LB0217M              	U	EXPEND	FOODTOTL	190904	LB02	17	M	Food prep. by consumer unit, out-of-town trips by Income Range: Before tax income of $150,000 and over(from 2003)	          	2003	A01	2015	A01
CXU190904LB0218M              	U	EXPEND	FOODTOTL	190904	LB02	18	M	Food prep. by consumer unit, out-of-town trips by Income Range: Less than $15,000	          	2016	A01	2016	A01
CXU190904LB0219M              	U	EXPEND	FOODTOTL	190904	LB02	19	M	Food prep. by consumer unit, out-of-town trips by Income Range: $15,000 to $29,999	          	2016	A01	2016	A01
CXU190904LB0220M              	U	EXPEND	FOODTOTL	190904	LB02	20	M	Food prep. by consumer unit, out-of-town trips by Income Range: $70,000 to $99,999	          	2016	A01	2016	A01
CXU190904LB0221M              	U	EXPEND	FOODTOTL	190904	LB02	21	M	Food prep. by consumer unit, out-of-town trips by Income Range: $100,000 to $149,999	          	2016	A01	2016	A01
CXU190904LB0222M              	U	EXPEND	FOODTOTL	190904	LB02	22	M	Food prep. by consumer unit, out-of-town trips by Income Range: $150,000 to $199,999	          	2016	A01	2016	A01
CXU190904LB0223M              	U	EXPEND	FOODTOTL	190904	LB02	23	M	Food prep. by consumer unit, out-of-town trips by Income Range: $200,000 and more	          	2016	A01	2016	A01
CXU190904LB02A1M              	U	EXPEND	FOODTOTL	190904	LB02	A1	M	Food prep. by consumer unit, out-of-town trips by Income Range: Before tax income of $50,000 and over	          	1984	A01	1991	A01
CXU190904LB02A2M              	U	EXPEND	FOODTOTL	190904	LB02	A2	M	Food prep. by consumer unit, out-of-town trips by Income Range: Total complete income reporters	          	1984	A01	2003	A01
CXU190904LB0401M              	U	EXPEND	FOODTOTL	190904	LB04	01	M	Food prep. by consumer unit, out-of-town trips by Age: All Consumer Units	          	1984	A01	2016	A01
CXU190904LB0402M              	U	EXPEND	FOODTOTL	190904	LB04	02	M	Food prep. by consumer unit, out-of-town trips by Age: Reference person under age 25	          	1984	A01	2016	A01
CXU190904LB0403M              	U	EXPEND	FOODTOTL	190904	LB04	03	M	Food prep. by consumer unit, out-of-town trips by Age: Reference person between age 25 and 34	          	1984	A01	2016	A01
CXU190904LB0404M              	U	EXPEND	FOODTOTL	190904	LB04	04	M	Food prep. by consumer unit, out-of-town trips by Age: Reference person between age 35 and 44	          	1984	A01	2016	A01
CXU190904LB0405M              	U	EXPEND	FOODTOTL	190904	LB04	05	M	Food prep. by consumer unit, out-of-town trips by Age: Reference person between age 45 and 54	          	1984	A01	2016	A01
CXU190904LB0406M              	U	EXPEND	FOODTOTL	190904	LB04	06	M	Food prep. by consumer unit, out-of-town trips by Age: Reference person between age 55 and 64	          	1984	A01	2016	A01
CXU190904LB0407M              	U	EXPEND	FOODTOTL	190904	LB04	07	M	Food prep. by consumer unit, out-of-town trips by Age: Reference person over age 65	          	1988	A01	2016	A01
